,Title,Model,Fuel,Engine,Transmission_type,Location,Price
17989,Mitsubishi Pajero Mini  1996 Limited for Sale,1996,Petrol,660 cc,Automatic,Swabi,PKR 8.2 lacs
17990,Daihatsu Cuore  2000 CL for Sale,2000,Petrol,800 cc,Manual,Karachi,PKR 4.5 lacs
17991,Mercedes Benz C Class  2012 C250 CDI 4MATIC fo...,2012,Petrol,2100 cc,Automatic,Rawalpindi,PKR 63 lacs
17992,Suzuki Alto  2000 VXR for Sale,2000,Petrol,1000 cc,Manual,Rawalpindi,PKR 6.1 lacs
17993,Suzuki Alto  2020 VXL AGS for Sale,2020,Petrol,660 cc,Automatic,Rawalpindi,PKR 19.5 lacs
17994,Toyota Vitz  2014 F Limited 1.0 for Sale,2014,Petrol,1000 cc,Automatic,Taunsa sharif,PKR 21.5 lacs
17995,Daihatsu Mira  2020 L SA for Sale,2020,Petrol,660 cc,Automatic,Karachi,PKR 24 lacs
17996,Toyota Yaris  2021 ATIV CVT 1.3 for Sale,2021,Petrol,1300 cc,Automatic,Lahore,PKR 33 lacs
17997,Honda Civic Reborn 2009 VTi Oriel Prosmatec 1....,2009,Petrol,1800 cc,Automatic,Islamabad,PKR 17.45 lacs
17998,Honda Civic Rebirth 2015 VTi 1.8 i-VTEC for Sale,2015,Petrol,1800 cc,Manual,Sialkot,PKR 24 lacs
17999,Toyota Prius  2011 S LED Edition 1.8 for Sale,2011,Hybrid,1800 cc,Automatic,Karachi,PKR 26.5 lacs
18000,Suzuki Ravi  2022 Euro II for Sale,2022,Petrol,800 cc,Manual,Rawalpindi,Call
18001,Honda Vezel  2016 Hybrid RS Honda Sensing  for...,2016,Petrol,1500 cc,Automatic,Gujranwala,PKR 47 lacs
18002,Suzuki Khyber  1996 GA for Sale,1996,Petrol,1000 cc,Manual,Islamabad,PKR 3.6 lacs
18003,Suzuki Bolan  1992 VX for Sale,1992,Petrol,800 cc,Manual,Karachi,PKR 4.5 lacs
18004,KIA Sportage  2021 AWD for Sale,2021,Petrol,2000 cc,Automatic,Faisalabad,PKR 59.75 lacs
18005,Toyota Vitz  2014 F 1.0 for Sale,2014,Petrol,1000 cc,Automatic,Karachi,PKR 22.75 lacs
18006,Toyota Corolla Fielder  2018 Hybrid G  WB  for...,2018,Petrol,1500 cc,Automatic,Islamabad,PKR 50.25 lacs
18007,Toyota Corolla  2005 Altis 1.8 for Sale,2005,Petrol,1800 cc,Automatic,Peshawar,PKR 15.8 lacs
18008,Suzuki Liana  2011 RXi for Sale,2011,Petrol,1300 cc,Manual,Islamabad,PKR 12.6 lacs
18009,Toyota Corolla  2011 GLi 1.3 VVTi for Sale,2011,Petrol,1300 cc,Manual,Peshawar,PKR 19.5 lacs
18010,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,Petrol,1800 cc,Automatic,Lahore,PKR 35.45 lacs
18011,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,Petrol,1800 cc,Automatic,Lahore,PKR 35.45 lacs
18012,Toyota Land Cruiser 100 Series 2002  for Sale,2002,Petrol,4700 cc,Automatic,Islamabad,PKR 70 lacs
18013,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,Petrol,1800 cc,Automatic,Lahore,PKR 35.45 lacs
18014,Toyota Land Cruiser 100 Series 2002  for Sale,2002,Petrol,4700 cc,Automatic,Islamabad,PKR 70 lacs
18015,Nissan Safari  2000  for Sale,2000,Petrol,1000 cc,Automatic,Islamabad,PKR 60 lacs
18016,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,Petrol,1800 cc,Automatic,Lahore,PKR 35.45 lacs
18017,Toyota Land Cruiser 100 Series 2002  for Sale,2002,Petrol,4700 cc,Automatic,Islamabad,PKR 70 lacs
18018,Nissan Safari  2000  for Sale,2000,Petrol,1000 cc,Automatic,Islamabad,PKR 60 lacs
18019,Suzuki Wagon R  2016 VXL for Sale,2016,Petrol,1000 cc,Manual,Lahore,PKR 15 lacs
18020,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,Petrol,1800 cc,Automatic,Lahore,PKR 35.45 lacs
18021,Toyota Land Cruiser 100 Series 2002  for Sale,2002,Petrol,4700 cc,Automatic,Islamabad,PKR 70 lacs
18022,Nissan Safari  2000  for Sale,2000,Petrol,1000 cc,Automatic,Islamabad,PKR 60 lacs
18023,Suzuki Wagon R  2016 VXL for Sale,2016,Petrol,1000 cc,Manual,Lahore,PKR 15 lacs
18024,Mitsubishi Pajero  2008  for Sale,2008,Diesel,3200 cc,Automatic,Islamabad,PKR 70 lacs
18025,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,Petrol,1800 cc,Automatic,Lahore,PKR 35.45 lacs
18026,Toyota Land Cruiser 100 Series 2002  for Sale,2002,Petrol,4700 cc,Automatic,Islamabad,PKR 70 lacs
18027,Nissan Safari  2000  for Sale,2000,Petrol,1000 cc,Automatic,Islamabad,PKR 60 lacs
18028,Suzuki Wagon R  2016 VXL for Sale,2016,Petrol,1000 cc,Manual,Lahore,PKR 15 lacs
18029,Mitsubishi Pajero  2008  for Sale,2008,Diesel,3200 cc,Automatic,Islamabad,PKR 70 lacs
18030,Toyota Corolla  2015 Altis Automatic 1.6 for Sale,2015,Petrol,1600 cc,Automatic,Rawalpindi,PKR 27.75 lacs
18031,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,Petrol,1800 cc,Automatic,Lahore,PKR 35.45 lacs
18032,Toyota Land Cruiser 100 Series 2002  for Sale,2002,Petrol,4700 cc,Automatic,Islamabad,PKR 70 lacs
18033,Nissan Safari  2000  for Sale,2000,Petrol,1000 cc,Automatic,Islamabad,PKR 60 lacs
18034,Suzuki Wagon R  2016 VXL for Sale,2016,Petrol,1000 cc,Manual,Lahore,PKR 15 lacs
18035,Mitsubishi Pajero  2008  for Sale,2008,Diesel,3200 cc,Automatic,Islamabad,PKR 70 lacs
18036,Toyota Corolla  2015 Altis Automatic 1.6 for Sale,2015,Petrol,1600 cc,Automatic,Rawalpindi,PKR 27.75 lacs
18037,Toyota Crown  2004  for Sale,2004,Petrol,3000 cc,Automatic,Karachi,PKR 50 lacs
18038,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,Petrol,1800 cc,Automatic,Lahore,PKR 35.45 lacs
18039,Toyota Land Cruiser 100 Series 2002  for Sale,2002,Petrol,4700 cc,Automatic,Islamabad,PKR 70 lacs
18040,Nissan Safari  2000  for Sale,2000,Petrol,1000 cc,Automatic,Islamabad,PKR 60 lacs
18041,Suzuki Wagon R  2016 VXL for Sale,2016,Petrol,1000 cc,Manual,Lahore,PKR 15 lacs
18042,Mitsubishi Pajero  2008  for Sale,2008,Diesel,3200 cc,Automatic,Islamabad,PKR 70 lacs
18043,Toyota Corolla  2015 Altis Automatic 1.6 for Sale,2015,Petrol,1600 cc,Automatic,Rawalpindi,PKR 27.75 lacs
18044,Toyota Crown  2004  for Sale,2004,Petrol,3000 cc,Automatic,Karachi,PKR 50 lacs
18045,Toyota Prado  2010 TX 2.7 for Sale,2010,Petrol,2700 cc,Automatic,Karachi,PKR 1 crore
18046,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,Petrol,1800 cc,Automatic,Lahore,PKR 35.45 lacs
18047,Toyota Land Cruiser 100 Series 2002  for Sale,2002,Petrol,4700 cc,Automatic,Islamabad,PKR 70 lacs
18048,Nissan Safari  2000  for Sale,2000,Petrol,1000 cc,Automatic,Islamabad,PKR 60 lacs
18049,Suzuki Wagon R  2016 VXL for Sale,2016,Petrol,1000 cc,Manual,Lahore,PKR 15 lacs
18050,Mitsubishi Pajero  2008  for Sale,2008,Diesel,3200 cc,Automatic,Islamabad,PKR 70 lacs
18051,Toyota Corolla  2015 Altis Automatic 1.6 for Sale,2015,Petrol,1600 cc,Automatic,Rawalpindi,PKR 27.75 lacs
18052,Toyota Crown  2004  for Sale,2004,Petrol,3000 cc,Automatic,Karachi,PKR 50 lacs
18053,Toyota Prado  2010 TX 2.7 for Sale,2010,Petrol,2700 cc,Automatic,Karachi,PKR 1 crore
18054,Toyota Aqua  2014 S for Sale,2014,Hybrid,1500 cc,Automatic,Karachi,PKR 26 lacs
18055,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,Petrol,1800 cc,Automatic,Lahore,PKR 35.45 lacs
18056,Toyota Land Cruiser 100 Series 2002  for Sale,2002,Petrol,4700 cc,Automatic,Islamabad,PKR 70 lacs
18057,Nissan Safari  2000  for Sale,2000,Petrol,1000 cc,Automatic,Islamabad,PKR 60 lacs
18058,Suzuki Wagon R  2016 VXL for Sale,2016,Petrol,1000 cc,Manual,Lahore,PKR 15 lacs
18059,Mitsubishi Pajero  2008  for Sale,2008,Diesel,3200 cc,Automatic,Islamabad,PKR 70 lacs
18060,Toyota Corolla  2015 Altis Automatic 1.6 for Sale,2015,Petrol,1600 cc,Automatic,Rawalpindi,PKR 27.75 lacs
18061,Toyota Crown  2004  for Sale,2004,Petrol,3000 cc,Automatic,Karachi,PKR 50 lacs
18062,Toyota Prado  2010 TX 2.7 for Sale,2010,Petrol,2700 cc,Automatic,Karachi,PKR 1 crore
18063,Toyota Aqua  2014 S for Sale,2014,Hybrid,1500 cc,Automatic,Karachi,PKR 26 lacs
18064,Toyota Corolla  2008 GLi 1.3 VVTi for Sale,2008,Petrol,1300 cc,Manual,Karachi,PKR 13.8 lacs
18065,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,Petrol,1800 cc,Automatic,Lahore,PKR 35.45 lacs
18066,Toyota Land Cruiser 100 Series 2002  for Sale,2002,Petrol,4700 cc,Automatic,Islamabad,PKR 70 lacs
18067,Nissan Safari  2000  for Sale,2000,Petrol,1000 cc,Automatic,Islamabad,PKR 60 lacs
18068,Suzuki Wagon R  2016 VXL for Sale,2016,Petrol,1000 cc,Manual,Lahore,PKR 15 lacs
18069,Mitsubishi Pajero  2008  for Sale,2008,Diesel,3200 cc,Automatic,Islamabad,PKR 70 lacs
18070,Toyota Corolla  2015 Altis Automatic 1.6 for Sale,2015,Petrol,1600 cc,Automatic,Rawalpindi,PKR 27.75 lacs
18071,Toyota Crown  2004  for Sale,2004,Petrol,3000 cc,Automatic,Karachi,PKR 50 lacs
18072,Toyota Prado  2010 TX 2.7 for Sale,2010,Petrol,2700 cc,Automatic,Karachi,PKR 1 crore
18073,Toyota Aqua  2014 S for Sale,2014,Hybrid,1500 cc,Automatic,Karachi,PKR 26 lacs
18074,Toyota Corolla  2008 GLi 1.3 VVTi for Sale,2008,Petrol,1300 cc,Manual,Karachi,PKR 13.8 lacs
18075,Honda City  2014 Aspire Prosmatec 1.5 i-VTEC f...,2014,Petrol,1500 cc,Automatic,Lahore,PKR 22.95 lacs
18076,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,Petrol,1800 cc,Automatic,Lahore,PKR 35.45 lacs
18077,Toyota Land Cruiser 100 Series 2002  for Sale,2002,Petrol,4700 cc,Automatic,Islamabad,PKR 70 lacs
18078,Nissan Safari  2000  for Sale,2000,Petrol,1000 cc,Automatic,Islamabad,PKR 60 lacs
18079,Suzuki Wagon R  2016 VXL for Sale,2016,Petrol,1000 cc,Manual,Lahore,PKR 15 lacs
18080,Mitsubishi Pajero  2008  for Sale,2008,Diesel,3200 cc,Automatic,Islamabad,PKR 70 lacs
18081,Toyota Corolla  2015 Altis Automatic 1.6 for Sale,2015,Petrol,1600 cc,Automatic,Rawalpindi,PKR 27.75 lacs
18082,Toyota Crown  2004  for Sale,2004,Petrol,3000 cc,Automatic,Karachi,PKR 50 lacs
18083,Toyota Prado  2010 TX 2.7 for Sale,2010,Petrol,2700 cc,Automatic,Karachi,PKR 1 crore
18084,Toyota Aqua  2014 S for Sale,2014,Hybrid,1500 cc,Automatic,Karachi,PKR 26 lacs
18085,Toyota Corolla  2008 GLi 1.3 VVTi for Sale,2008,Petrol,1300 cc,Manual,Karachi,PKR 13.8 lacs
18086,Honda City  2014 Aspire Prosmatec 1.5 i-VTEC f...,2014,Petrol,1500 cc,Automatic,Lahore,PKR 22.95 lacs
18087,Toyota Prado 120 Series 2006 TZ 4.0 for Sale,2006,Petrol,4000 cc,Automatic,Islamabad,Call
18088,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,Petrol,1800 cc,Automatic,Lahore,PKR 35.45 lacs
18089,Toyota Land Cruiser 100 Series 2002  for Sale,2002,Petrol,4700 cc,Automatic,Islamabad,PKR 70 lacs
18090,Nissan Safari  2000  for Sale,2000,Petrol,1000 cc,Automatic,Islamabad,PKR 60 lacs
18091,Suzuki Wagon R  2016 VXL for Sale,2016,Petrol,1000 cc,Manual,Lahore,PKR 15 lacs
18092,Mitsubishi Pajero  2008  for Sale,2008,Diesel,3200 cc,Automatic,Islamabad,PKR 70 lacs
18093,Toyota Corolla  2015 Altis Automatic 1.6 for Sale,2015,Petrol,1600 cc,Automatic,Rawalpindi,PKR 27.75 lacs
18094,Toyota Crown  2004  for Sale,2004,Petrol,3000 cc,Automatic,Karachi,PKR 50 lacs
18095,Toyota Prado  2010 TX 2.7 for Sale,2010,Petrol,2700 cc,Automatic,Karachi,PKR 1 crore
18096,Toyota Aqua  2014 S for Sale,2014,Hybrid,1500 cc,Automatic,Karachi,PKR 26 lacs
18097,Toyota Corolla  2008 GLi 1.3 VVTi for Sale,2008,Petrol,1300 cc,Manual,Karachi,PKR 13.8 lacs
18098,Honda City  2014 Aspire Prosmatec 1.5 i-VTEC f...,2014,Petrol,1500 cc,Automatic,Lahore,PKR 22.95 lacs
18099,Toyota Prado 120 Series 2006 TZ 4.0 for Sale,2006,Petrol,4000 cc,Automatic,Islamabad,Call
18100,Toyota Corolla 9th Generation 2006 Altis 1.8 f...,2006,Petrol,1800 cc,Manual,Lahore,PKR 14.5 lacs
18101,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,Petrol,1800 cc,Automatic,Lahore,PKR 35.45 lacs
18102,Toyota Land Cruiser 100 Series 2002  for Sale,2002,Petrol,4700 cc,Automatic,Islamabad,PKR 70 lacs
18103,Nissan Safari  2000  for Sale,2000,Petrol,1000 cc,Automatic,Islamabad,PKR 60 lacs
18104,Suzuki Wagon R  2016 VXL for Sale,2016,Petrol,1000 cc,Manual,Lahore,PKR 15 lacs
18105,Mitsubishi Pajero  2008  for Sale,2008,Diesel,3200 cc,Automatic,Islamabad,PKR 70 lacs
18106,Toyota Corolla  2015 Altis Automatic 1.6 for Sale,2015,Petrol,1600 cc,Automatic,Rawalpindi,PKR 27.75 lacs
18107,Toyota Crown  2004  for Sale,2004,Petrol,3000 cc,Automatic,Karachi,PKR 50 lacs
18108,Toyota Prado  2010 TX 2.7 for Sale,2010,Petrol,2700 cc,Automatic,Karachi,PKR 1 crore
18109,Toyota Aqua  2014 S for Sale,2014,Hybrid,1500 cc,Automatic,Karachi,PKR 26 lacs
18110,Toyota Corolla  2008 GLi 1.3 VVTi for Sale,2008,Petrol,1300 cc,Manual,Karachi,PKR 13.8 lacs
18111,Honda City  2014 Aspire Prosmatec 1.5 i-VTEC f...,2014,Petrol,1500 cc,Automatic,Lahore,PKR 22.95 lacs
18112,Toyota Prado 120 Series 2006 TZ 4.0 for Sale,2006,Petrol,4000 cc,Automatic,Islamabad,Call
18113,Toyota Corolla 9th Generation 2006 Altis 1.8 f...,2006,Petrol,1800 cc,Manual,Lahore,PKR 14.5 lacs
18114,Nissan Clipper  2018 E Four Special Pack for Sale,2018,Petrol,660 cc,Manual,Hafizabad,PKR 11.5 lacs
18115,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,Petrol,1800 cc,Automatic,Lahore,PKR 35.45 lacs
18116,Toyota Land Cruiser 100 Series 2002  for Sale,2002,Petrol,4700 cc,Automatic,Islamabad,PKR 70 lacs
18117,Nissan Safari  2000  for Sale,2000,Petrol,1000 cc,Automatic,Islamabad,PKR 60 lacs
18118,Suzuki Wagon R  2016 VXL for Sale,2016,Petrol,1000 cc,Manual,Lahore,PKR 15 lacs
18119,Mitsubishi Pajero  2008  for Sale,2008,Diesel,3200 cc,Automatic,Islamabad,PKR 70 lacs
18120,Toyota Corolla  2015 Altis Automatic 1.6 for Sale,2015,Petrol,1600 cc,Automatic,Rawalpindi,PKR 27.75 lacs
18121,Toyota Crown  2004  for Sale,2004,Petrol,3000 cc,Automatic,Karachi,PKR 50 lacs
18122,Toyota Prado  2010 TX 2.7 for Sale,2010,Petrol,2700 cc,Automatic,Karachi,PKR 1 crore
18123,Toyota Aqua  2014 S for Sale,2014,Hybrid,1500 cc,Automatic,Karachi,PKR 26 lacs
18124,Toyota Corolla  2008 GLi 1.3 VVTi for Sale,2008,Petrol,1300 cc,Manual,Karachi,PKR 13.8 lacs
18125,Honda City  2014 Aspire Prosmatec 1.5 i-VTEC f...,2014,Petrol,1500 cc,Automatic,Lahore,PKR 22.95 lacs
18126,Toyota Prado 120 Series 2006 TZ 4.0 for Sale,2006,Petrol,4000 cc,Automatic,Islamabad,Call
18127,Toyota Corolla 9th Generation 2006 Altis 1.8 f...,2006,Petrol,1800 cc,Manual,Lahore,PKR 14.5 lacs
18128,Nissan Clipper  2018 E Four Special Pack for Sale,2018,Petrol,660 cc,Manual,Hafizabad,PKR 11.5 lacs
18129,Toyota Corolla  2010 XLi VVTi for Sale,2010,Petrol,1300 cc,Manual,Faisalabad,PKR 16.5 lacs
18130,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,Petrol,1800 cc,Automatic,Lahore,PKR 35.45 lacs
18131,Toyota Land Cruiser 100 Series 2002  for Sale,2002,Petrol,4700 cc,Automatic,Islamabad,PKR 70 lacs
18132,Nissan Safari  2000  for Sale,2000,Petrol,1000 cc,Automatic,Islamabad,PKR 60 lacs
18133,Suzuki Wagon R  2016 VXL for Sale,2016,Petrol,1000 cc,Manual,Lahore,PKR 15 lacs
18134,Mitsubishi Pajero  2008  for Sale,2008,Diesel,3200 cc,Automatic,Islamabad,PKR 70 lacs
18135,Toyota Corolla  2015 Altis Automatic 1.6 for Sale,2015,Petrol,1600 cc,Automatic,Rawalpindi,PKR 27.75 lacs
18136,Toyota Crown  2004  for Sale,2004,Petrol,3000 cc,Automatic,Karachi,PKR 50 lacs
18137,Toyota Prado  2010 TX 2.7 for Sale,2010,Petrol,2700 cc,Automatic,Karachi,PKR 1 crore
18138,Toyota Aqua  2014 S for Sale,2014,Hybrid,1500 cc,Automatic,Karachi,PKR 26 lacs
18139,Toyota Corolla  2008 GLi 1.3 VVTi for Sale,2008,Petrol,1300 cc,Manual,Karachi,PKR 13.8 lacs
18140,Honda City  2014 Aspire Prosmatec 1.5 i-VTEC f...,2014,Petrol,1500 cc,Automatic,Lahore,PKR 22.95 lacs
18141,Toyota Prado 120 Series 2006 TZ 4.0 for Sale,2006,Petrol,4000 cc,Automatic,Islamabad,Call
18142,Toyota Corolla 9th Generation 2006 Altis 1.8 f...,2006,Petrol,1800 cc,Manual,Lahore,PKR 14.5 lacs
18143,Nissan Clipper  2018 E Four Special Pack for Sale,2018,Petrol,660 cc,Manual,Hafizabad,PKR 11.5 lacs
18144,Toyota Corolla  2010 XLi VVTi for Sale,2010,Petrol,1300 cc,Manual,Faisalabad,PKR 16.5 lacs
18145,Toyota Corolla  2012 Altis Cruisetronic 1.6 fo...,2012,Petrol,1600 cc,Automatic,Karachi,PKR 22.5 lacs
18146,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,Petrol,1800 cc,Automatic,Lahore,PKR 35.45 lacs
18147,Toyota Land Cruiser 100 Series 2002  for Sale,2002,Petrol,4700 cc,Automatic,Islamabad,PKR 70 lacs
18148,Nissan Safari  2000  for Sale,2000,Petrol,1000 cc,Automatic,Islamabad,PKR 60 lacs
18149,Suzuki Wagon R  2016 VXL for Sale,2016,Petrol,1000 cc,Manual,Lahore,PKR 15 lacs
18150,Mitsubishi Pajero  2008  for Sale,2008,Diesel,3200 cc,Automatic,Islamabad,PKR 70 lacs
18151,Toyota Corolla  2015 Altis Automatic 1.6 for Sale,2015,Petrol,1600 cc,Automatic,Rawalpindi,PKR 27.75 lacs
18152,Toyota Crown  2004  for Sale,2004,Petrol,3000 cc,Automatic,Karachi,PKR 50 lacs
18153,Toyota Prado  2010 TX 2.7 for Sale,2010,Petrol,2700 cc,Automatic,Karachi,PKR 1 crore
18154,Toyota Aqua  2014 S for Sale,2014,Hybrid,1500 cc,Automatic,Karachi,PKR 26 lacs
18155,Toyota Corolla  2008 GLi 1.3 VVTi for Sale,2008,Petrol,1300 cc,Manual,Karachi,PKR 13.8 lacs
18156,Honda City  2014 Aspire Prosmatec 1.5 i-VTEC f...,2014,Petrol,1500 cc,Automatic,Lahore,PKR 22.95 lacs
18157,Toyota Prado 120 Series 2006 TZ 4.0 for Sale,2006,Petrol,4000 cc,Automatic,Islamabad,Call
18158,Toyota Corolla 9th Generation 2006 Altis 1.8 f...,2006,Petrol,1800 cc,Manual,Lahore,PKR 14.5 lacs
18159,Nissan Clipper  2018 E Four Special Pack for Sale,2018,Petrol,660 cc,Manual,Hafizabad,PKR 11.5 lacs
18160,Toyota Corolla  2010 XLi VVTi for Sale,2010,Petrol,1300 cc,Manual,Faisalabad,PKR 16.5 lacs
18161,Toyota Corolla  2012 Altis Cruisetronic 1.6 fo...,2012,Petrol,1600 cc,Automatic,Karachi,PKR 22.5 lacs
18162,Toyota Vitz  2007 RS 1.3 for Sale,2007,Petrol,1300 cc,Automatic,Rawalpindi,PKR 21 lacs
18163,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,Petrol,1800 cc,Automatic,Lahore,PKR 35.45 lacs
18164,Toyota Land Cruiser 100 Series 2002  for Sale,2002,Petrol,4700 cc,Automatic,Islamabad,PKR 70 lacs
18165,Nissan Safari  2000  for Sale,2000,Petrol,1000 cc,Automatic,Islamabad,PKR 60 lacs
18166,Suzuki Wagon R  2016 VXL for Sale,2016,Petrol,1000 cc,Manual,Lahore,PKR 15 lacs
18167,Mitsubishi Pajero  2008  for Sale,2008,Diesel,3200 cc,Automatic,Islamabad,PKR 70 lacs
18168,Toyota Corolla  2015 Altis Automatic 1.6 for Sale,2015,Petrol,1600 cc,Automatic,Rawalpindi,PKR 27.75 lacs
18169,Toyota Crown  2004  for Sale,2004,Petrol,3000 cc,Automatic,Karachi,PKR 50 lacs
18170,Toyota Prado  2010 TX 2.7 for Sale,2010,Petrol,2700 cc,Automatic,Karachi,PKR 1 crore
18171,Toyota Aqua  2014 S for Sale,2014,Hybrid,1500 cc,Automatic,Karachi,PKR 26 lacs
18172,Toyota Corolla  2008 GLi 1.3 VVTi for Sale,2008,Petrol,1300 cc,Manual,Karachi,PKR 13.8 lacs
18173,Honda City  2014 Aspire Prosmatec 1.5 i-VTEC f...,2014,Petrol,1500 cc,Automatic,Lahore,PKR 22.95 lacs
18174,Toyota Prado 120 Series 2006 TZ 4.0 for Sale,2006,Petrol,4000 cc,Automatic,Islamabad,Call
18175,Toyota Corolla 9th Generation 2006 Altis 1.8 f...,2006,Petrol,1800 cc,Manual,Lahore,PKR 14.5 lacs
18176,Nissan Clipper  2018 E Four Special Pack for Sale,2018,Petrol,660 cc,Manual,Hafizabad,PKR 11.5 lacs
18177,Toyota Corolla  2010 XLi VVTi for Sale,2010,Petrol,1300 cc,Manual,Faisalabad,PKR 16.5 lacs
18178,Toyota Corolla  2012 Altis Cruisetronic 1.6 fo...,2012,Petrol,1600 cc,Automatic,Karachi,PKR 22.5 lacs
18179,Toyota Vitz  2007 RS 1.3 for Sale,2007,Petrol,1300 cc,Automatic,Rawalpindi,PKR 21 lacs
18180,Honda Civic  2022 Oriel 1.8 i-VTEC CVT for Sale,2022,Petrol,1800 cc,Automatic,Rawalpindi,Call
18181,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,Petrol,1800 cc,Automatic,Lahore,PKR 35.45 lacs
18182,Toyota Land Cruiser 100 Series 2002  for Sale,2002,Petrol,4700 cc,Automatic,Islamabad,PKR 70 lacs
18183,Nissan Safari  2000  for Sale,2000,Petrol,1000 cc,Automatic,Islamabad,PKR 60 lacs
18184,Suzuki Wagon R  2016 VXL for Sale,2016,Petrol,1000 cc,Manual,Lahore,PKR 15 lacs
18185,Mitsubishi Pajero  2008  for Sale,2008,Diesel,3200 cc,Automatic,Islamabad,PKR 70 lacs
18186,Toyota Corolla  2015 Altis Automatic 1.6 for Sale,2015,Petrol,1600 cc,Automatic,Rawalpindi,PKR 27.75 lacs
18187,Toyota Crown  2004  for Sale,2004,Petrol,3000 cc,Automatic,Karachi,PKR 50 lacs
18188,Toyota Prado  2010 TX 2.7 for Sale,2010,Petrol,2700 cc,Automatic,Karachi,PKR 1 crore
18189,Toyota Aqua  2014 S for Sale,2014,Hybrid,1500 cc,Automatic,Karachi,PKR 26 lacs
18190,Toyota Corolla  2008 GLi 1.3 VVTi for Sale,2008,Petrol,1300 cc,Manual,Karachi,PKR 13.8 lacs
18191,Honda City  2014 Aspire Prosmatec 1.5 i-VTEC f...,2014,Petrol,1500 cc,Automatic,Lahore,PKR 22.95 lacs
18192,Toyota Prado 120 Series 2006 TZ 4.0 for Sale,2006,Petrol,4000 cc,Automatic,Islamabad,Call
18193,Toyota Corolla 9th Generation 2006 Altis 1.8 f...,2006,Petrol,1800 cc,Manual,Lahore,PKR 14.5 lacs
18194,Nissan Clipper  2018 E Four Special Pack for Sale,2018,Petrol,660 cc,Manual,Hafizabad,PKR 11.5 lacs
18195,Toyota Corolla  2010 XLi VVTi for Sale,2010,Petrol,1300 cc,Manual,Faisalabad,PKR 16.5 lacs
18196,Toyota Corolla  2012 Altis Cruisetronic 1.6 fo...,2012,Petrol,1600 cc,Automatic,Karachi,PKR 22.5 lacs
18197,Toyota Vitz  2007 RS 1.3 for Sale,2007,Petrol,1300 cc,Automatic,Rawalpindi,PKR 21 lacs
18198,Honda Civic  2022 Oriel 1.8 i-VTEC CVT for Sale,2022,Petrol,1800 cc,Automatic,Rawalpindi,Call
18199,Suzuki Alto  2016  for Sale,2016,Petrol,660 cc,Automatic,Peshawar,PKR 18 lacs
18200,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,Petrol,1800 cc,Automatic,Lahore,PKR 35.45 lacs
18201,Toyota Land Cruiser 100 Series 2002  for Sale,2002,Petrol,4700 cc,Automatic,Islamabad,PKR 70 lacs
18202,Nissan Safari  2000  for Sale,2000,Petrol,1000 cc,Automatic,Islamabad,PKR 60 lacs
18203,Suzuki Wagon R  2016 VXL for Sale,2016,Petrol,1000 cc,Manual,Lahore,PKR 15 lacs
18204,Mitsubishi Pajero  2008  for Sale,2008,Diesel,3200 cc,Automatic,Islamabad,PKR 70 lacs
18205,Toyota Corolla  2015 Altis Automatic 1.6 for Sale,2015,Petrol,1600 cc,Automatic,Rawalpindi,PKR 27.75 lacs
18206,Toyota Crown  2004  for Sale,2004,Petrol,3000 cc,Automatic,Karachi,PKR 50 lacs
18207,Toyota Prado  2010 TX 2.7 for Sale,2010,Petrol,2700 cc,Automatic,Karachi,PKR 1 crore
18208,Toyota Aqua  2014 S for Sale,2014,Hybrid,1500 cc,Automatic,Karachi,PKR 26 lacs
18209,Toyota Corolla  2008 GLi 1.3 VVTi for Sale,2008,Petrol,1300 cc,Manual,Karachi,PKR 13.8 lacs
18210,Honda City  2014 Aspire Prosmatec 1.5 i-VTEC f...,2014,Petrol,1500 cc,Automatic,Lahore,PKR 22.95 lacs
18211,Toyota Prado 120 Series 2006 TZ 4.0 for Sale,2006,Petrol,4000 cc,Automatic,Islamabad,Call
